age,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days
38,11,17.96,46.44,18,9,4,11,0,0,16,3,6,2,4.0,0.6,91.46,991
47,8,18.28,13.66,15,7,5,22,0,0,6,6,3,3,4.0,0.07,54.49,66
50,2,9.02,60.5,15,1,2,19,0,0,29,8,3,3,4.0,0.32,34.21,475
45,8,6.15,48.86,6,4,3,16,1,0,19,9,2,4,4.0,0.25,69.87,610
50,5,19.55,38.58,11,4,4,14,0,1,1,6,7,1,4.0,0.75,50.08,864
22,8,16.42,57.22,19,4,5,19,0,0,32,5,2,1,4.0,0.75,83.09,332
36,5,30.42,33.45,12,4,4,23,1,0,19,5,4,2,4.0,0.74,66.28,1166
21,8,7.79,39.64,10,7,3,22,1,0,12,3,6,3,2.0,0.61,66.41,682
52,9,10.43,20.58,6,5,4,16,1,0,33,8,3,2,3.0,0.29,65.06,432
34,6,14.46,44.8,15,6,3,10,0,0,17,3,1,0,4.0,0.38,66.98,736
45,6,5.3,18.92,8,5,5,12,1,0,39,5,3,0,4.0,0.78,37.91,588
47,6,13.04,37.33,15,6,4,11,0,0,11,4,3,0,4.0,0.21,71.36,397
46,8,13.0,15.56,6,4,5,21,1,0,27,3,2,0,4.0,0.07,62.63,1044
23,9,18.04,36.53,9,5,2,15,0,1,17,12,3,2,4.0,0.86,62.87,796
52,9,26.88,52.5,10,3,1,19,0,0,18,3,4,3,2.0,1.0,62.43,1049
58,6,3.98,48.31,11,2,4,12,0,0,18,5,4,2,4.0,0.83,73.22,839
54,4,11.8,74.91,11,3,9,8,0,0,7,6,4,1,3.0,0.04,43.5,63
41,6,9.17,24.92,10,2,5,6,0,0,29,7,3,2,5.0,0.83,56.52,829
46,7,7.62,67.46,5,6,5,7,0,0,42,4,2,0,4.0,0.18,62.07,391
48,8,9.85,71.71,11,5,1,14,0,1,11,8,1,1,4.0,0.41,66.74,174
52,9,8.01,76.87,10,3,5,15,2,0,21,8,0,0,5.0,0.24,40.14,294
50,8,16.21,31.23,10,4,4,4,0,1,27,7,3,2,3.0,0.19,71.16,564
38,5,9.45,31.43,10,9,3,22,0,0,29,4,4,1,4.0,0.06,32.59,294
49,12,14.41,35.1,9,7,3,8,0,0,40,8,4,2,4.0,0.52,89.58,516
40,5,8.94,36.06,11,6,4,17,0,1,34,5,0,1,2.0,0.03,70.05,278
50,8,19.42,37.55,9,3,3,8,0,0,16,6,3,2,4.0,0.6,66.45,464
20,10,5.31,49.98,13,6,6,21,1,0,43,5,1,1,4.0,0.92,60.94,416
35,8,13.89,54.98,14,5,1,18,0,0,9,10,3,1,4.0,0.85,61.29,734
42,6,16.01,32.56,14,0,6,6,0,0,38,4,4,1,3.0,0.12,51.61,1107
59,12,19.69,8.17,19,5,3,5,0,0,42,7,5,2,4.0,0.98,65.04,603
48,13,9.8,34.84,16,3,4,5,0,0,4,3,3,1,4.0,0.41,72.28,296
20,2,7.32,75.93,7,5,5,24,1,1,17,6,1,4,4.0,0.48,68.13,688
57,8,21.85,29.58,10,5,4,6,0,0,38,6,4,1,4.0,0.14,52.74,217
41,4,6.79,25.85,9,3,1,24,0,0,18,3,6,4,4.0,0.23,73.56,1124
49,15,2.59,7.11,16,5,3,3,1,0,3,5,6,2,5.0,0.41,70.85,960
39,8,20.22,82.24,15,6,4,23,2,0,6,5,1,1,5.0,0.91,67.62,1133
40,13,10.65,47.52,15,6,1,18,0,0,18,5,6,2,5.0,0.91,74.87,143
19,13,9.2,73.15,13,5,2,18,0,1,39,5,3,1,1.0,0.57,67.25,996
44,12,12.54,64.15,8,6,4,17,1,0,11,6,1,1,4.0,0.42,73.17,64
59,11,7.76,62.19,10,3,6,16,0,0,42,5,5,3,2.0,0.56,68.72,759
19,5,7.5,61.77,17,5,3,6,1,0,40,8,4,2,3.0,0.14,88.22,701
43,10,3.72,29.71,7,12,3,10,1,1,22,7,5,2,4.0,0.39,86.58,82
34,7,7.35,55.66,9,11,4,22,0,0,35,4,3,1,1.0,0.71,57.84,587
57,12,14.6,25.02,17,6,1,14,0,1,40,9,3,1,5.0,0.35,78.95,897
50,8,0.98,49.02,19,4,3,23,0,2,30,9,3,2,4.0,0.84,73.95,1129
26,7,10.79,33.88,11,4,5,17,0,0,28,3,5,5,5.0,0.41,41.7,750
56,10,9.84,32.62,9,3,2,7,0,0,18,6,5,4,5.0,0.45,67.97,7
46,5,4.07,47.63,6,4,7,14,1,0,21,4,3,1,5.0,0.62,51.0,1093
59,10,11.49,34.68,16,5,5,14,0,0,27,5,2,0,3.0,0.83,52.06,908
43,9,2.72,51.4,9,7,4,10,0,1,14,7,4,1,3.0,0.5,72.68,467
52,9,13.62,34.11,10,1,5,10,0,0,6,4,0,3,4.0,0.52,61.26,745
42,7,12.06,60.46,14,5,3,17,0,1,35,4,4,0,3.0,0.51,60.47,179
41,5,2.56,29.17,15,5,3,5,0,0,42,2,1,2,3.0,0.04,93.2,1079
30,5,20.17,62.28,13,2,2,21,0,0,39,8,3,4,4.0,0.54,67.15,1070
24,8,15.81,45.83,15,3,3,19,1,1,1,3,5,2,2.0,0.4,58.7,208
53,4,21.67,59.44,10,7,2,14,3,1,29,5,1,4,4.0,0.91,87.76,841
37,7,2.42,30.7,9,8,5,15,0,0,44,6,2,1,3.0,0.01,46.65,840
18,5,4.43,35.77,7,3,5,16,0,1,38,5,3,4,2.0,0.28,61.07,869
25,9,34.22,73.92,13,3,3,9,0,0,31,5,4,3,4.0,0.87,71.65,729
33,6,11.43,51.93,7,5,7,13,0,0,0,9,0,2,4.0,0.97,56.21,1102
31,5,12.41,93.21,10,4,5,14,3,1,9,10,3,2,4.0,0.18,70.91,814
29,10,3.72,58.38,13,5,4,6,0,0,22,5,4,1,5.0,0.15,55.13,666
40,7,14.29,50.82,13,4,3,8,0,0,18,3,4,3,3.0,0.46,60.07,687
32,11,7.88,61.83,10,5,3,22,0,0,28,5,1,3,3.0,0.18,74.7,918
45,5,5.55,89.99,12,8,7,15,0,0,44,7,3,4,5.0,0.53,61.4,694
51,8,3.71,37.78,9,7,7,12,1,0,28,2,5,4,4.0,0.38,66.03,27
19,9,7.5,26.24,12,3,4,6,0,1,43,5,4,1,3.0,0.39,71.03,1063
49,8,14.71,36.69,11,6,1,14,0,0,33,9,4,4,4.0,0.88,93.02,45
40,12,10.51,79.59,14,1,5,17,0,0,39,5,4,2,3.0,0.41,64.45,970
39,9,2.85,16.24,7,6,3,20,1,0,23,8,0,3,5.0,0.47,53.54,314
42,13,9.29,76.83,9,5,3,7,0,2,37,5,3,1,4.0,0.5,72.36,361
39,5,33.64,27.01,6,7,3,20,0,0,13,5,3,2,4.0,0.3,55.51,184
39,12,8.17,39.58,15,6,9,3,0,1,3,7,4,1,3.0,0.52,89.46,919
59,6,13.83,50.61,10,2,3,6,0,0,3,5,3,0,5.0,0.69,83.36,285
23,6,19.66,57.29,11,3,8,7,0,1,31,10,5,1,5.0,0.69,41.01,227
32,8,1.79,5.0,8,4,5,12,2,0,7,5,1,3,5.0,0.99,75.88,897
54,6,2.25,42.61,14,2,6,17,0,0,28,9,4,3,4.0,0.72,69.86,1102
50,8,5.66,56.47,12,4,2,10,0,0,21,6,2,0,2.0,0.22,86.86,683
25,8,22.15,18.09,13,4,5,6,1,0,7,4,4,0,4.0,0.22,52.44,537
22,6,22.84,45.15,17,3,4,5,0,0,4,7,2,2,4.0,0.01,66.24,445
56,10,14.15,43.48,14,7,7,5,1,1,9,7,1,4,3.0,0.7,78.43,812
21,6,8.89,48.88,14,2,5,18,0,0,14,6,8,2,4.0,0.87,61.5,1056
23,8,4.94,33.14,14,5,3,16,0,0,26,1,2,7,4.0,0.88,73.88,957
49,6,26.44,77.06,15,8,5,15,1,0,24,4,3,2,3.0,0.66,80.37,612
47,13,10.66,37.37,10,6,4,19,1,0,16,8,2,1,5.0,0.74,70.52,1084
52,13,11.3,65.6,5,8,2,15,0,0,11,2,2,2,4.0,0.68,71.69,715
57,6,7.22,64.54,16,4,1,9,1,0,26,2,3,1,5.0,0.43,64.96,245
33,9,28.77,55.61,11,3,7,3,0,0,38,5,2,1,3.0,0.12,74.03,153
30,12,3.3,52.64,10,3,1,5,0,0,32,4,2,2,4.0,0.87,57.58,856
59,6,2.77,32.3,13,4,2,11,0,0,42,4,1,1,2.0,0.4,43.48,103
47,9,29.07,42.96,13,9,4,23,0,0,44,8,6,0,2.0,0.71,48.58,452
36,9,7.02,36.41,9,3,4,4,1,0,4,3,0,1,4.0,0.56,65.43,943
34,10,18.8,13.44,11,9,2,16,0,0,2,5,7,2,3.0,0.59,69.34,493
36,10,27.09,43.61,6,3,5,4,1,1,23,4,4,5,4.0,0.04,53.27,576
45,4,23.85,55.08,14,3,7,17,0,0,18,6,7,2,4.0,0.95,65.9,610
43,5,4.73,34.36,14,6,6,7,1,0,28,10,10,2,3.0,0.14,51.44,235
54,9,0.37,62.49,12,4,5,16,0,0,12,3,1,4,4.0,0.55,71.24,507
43,8,11.29,53.19,11,7,3,24,1,0,34,5,1,2,4.0,0.48,41.03,1087
40,6,20.49,18.75,8,3,5,16,0,1,40,8,1,2,1.0,0.51,75.96,450
26,9,39.0,21.76,11,10,2,11,1,0,23,8,3,2,3.0,0.69,80.02,1110
29,9,4.4,64.55,10,5,5,13,2,0,25,5,3,2,4.0,0.08,44.54,498
18,8,8.95,53.25,17,7,6,13,0,0,18,9,2,3,1.0,0.16,65.23,167
18,11,7.74,52.31,19,3,3,4,0,0,1,6,7,1,4.0,0.28,67.44,543
51,12,20.95,41.33,12,4,3,5,0,0,34,6,7,1,1.0,0.92,42.92,11
49,10,24.64,47.18,12,7,5,3,0,0,31,4,2,4,2.0,0.53,72.22,734
42,11,5.58,32.18,16,7,3,13,0,0,23,7,3,3,3.0,0.3,89.91,840
57,9,8.82,28.47,12,9,6,23,1,0,25,7,3,4,5.0,0.03,65.93,799
18,8,7.02,47.37,13,3,4,21,2,0,23,6,3,2,4.0,0.07,85.75,967
33,5,4.09,67.59,8,2,5,8,1,0,36,4,1,3,1.0,0.18,25.16,576
56,13,16.39,70.13,10,2,3,21,0,0,21,4,4,0,5.0,0.51,61.77,191
22,6,14.75,45.84,11,9,6,14,1,0,25,10,0,2,4.0,0.46,56.93,280
39,7,37.51,47.88,7,2,8,14,0,0,26,7,4,0,4.0,0.57,52.13,919
46,5,7.93,5.0,9,5,3,3,0,0,11,5,3,3,5.0,0.44,40.05,1017
20,13,13.84,79.97,10,5,6,9,1,0,25,3,2,0,4.0,0.99,60.31,601
29,9,19.09,23.24,12,6,3,8,1,0,0,6,2,2,5.0,0.82,71.93,1051
43,14,10.9,80.14,12,10,6,15,0,0,5,4,2,1,3.0,0.65,38.11,190
33,11,1.54,22.95,10,4,3,23,0,0,43,6,4,3,4.0,0.25,58.43,1019
54,5,5.22,64.47,8,4,6,18,0,0,35,1,1,1,4.0,0.2,65.08,592
39,11,20.43,31.66,9,4,3,22,0,0,33,4,6,6,3.0,0.63,41.32,1150
46,8,13.44,56.4,10,4,2,18,1,0,35,3,1,2,5.0,0.72,48.35,965
31,9,17.56,36.59,9,4,3,7,1,0,40,10,3,2,3.0,0.47,49.93,956
45,9,13.51,22.79,9,7,3,24,1,0,22,10,5,1,1.0,0.9,72.95,889
22,8,10.89,35.0,8,4,7,23,0,0,28,4,4,5,4.0,0.35,52.77,848
47,11,2.64,53.35,17,6,3,12,0,0,4,9,1,3,4.0,0.75,85.06,1033
22,6,15.46,67.49,14,5,4,9,0,0,7,7,4,2,3.0,0.72,47.4,1046
29,10,11.57,58.95,11,4,7,11,1,0,27,4,4,3,3.0,0.49,89.07,30
33,5,11.32,60.96,10,3,2,24,0,0,14,6,3,3,4.0,0.62,52.22,971
43,1,12.85,59.39,8,8,4,7,1,0,3,5,2,1,4.0,0.28,65.62,48
43,8,20.14,64.13,6,10,2,3,0,0,6,9,3,2,2.0,0.46,79.85,933
38,6,12.85,54.23,14,5,5,3,0,1,3,10,2,0,2.0,0.02,56.12,567
56,9,14.28,38.88,15,3,3,9,0,0,28,7,5,2,1.0,0.46,84.95,520
53,9,3.25,33.24,16,2,6,3,0,0,0,4,2,0,4.0,0.57,70.15,983
50,7,21.6,46.47,17,3,0,21,0,0,15,2,2,8,4.0,0.69,68.77,733
47,5,8.15,21.6,13,4,6,17,0,0,28,7,2,4,4.0,0.36,69.14,443
54,8,0.67,12.44,6,1,4,20,0,0,0,2,3,0,2.0,0.3,55.12,1110
40,5,8.64,42.71,14,5,2,8,0,0,9,4,4,2,4.0,0.6,60.2,308
27,6,13.33,20.94,16,3,3,11,0,0,24,5,4,3,4.0,0.29,66.92,709
22,10,2.18,33.72,24,4,2,15,0,0,11,8,6,1,3.0,0.15,83.79,596
53,7,6.51,51.91,12,7,6,6,0,0,12,3,6,3,4.0,0.38,72.84,695
51,7,8.1,37.29,16,5,2,6,2,0,24,6,0,1,4.0,0.87,85.04,1140
48,6,9.79,18.76,13,4,6,24,1,0,27,4,2,1,4.0,0.94,65.67,1011
27,8,1.72,41.47,16,2,3,16,0,0,0,5,3,3,4.0,0.05,48.46,1139
36,11,12.82,66.19,13,7,3,21,0,0,28,5,2,1,4.0,0.85,36.17,723
49,8,2.68,49.21,11,8,5,24,0,0,28,5,3,1,4.0,0.09,48.86,987
18,9,3.6,47.11,11,9,4,16,0,0,42,4,2,1,4.0,0.06,45.7,851
22,6,5.97,54.98,13,4,3,20,1,0,39,8,0,1,3.0,0.77,53.23,1180
21,11,7.62,18.21,14,1,4,8,0,0,42,5,8,2,4.0,0.31,87.01,743
33,8,3.22,22.96,9,5,3,18,0,1,13,8,1,2,3.0,0.47,75.14,1157
41,5,23.67,37.37,16,3,7,24,0,1,19,9,0,0,4.0,0.05,65.2,612
33,6,17.92,14.3,10,3,5,3,0,0,21,7,1,2,5.0,0.34,65.28,94
19,6,9.38,51.97,8,2,2,16,0,0,8,13,2,1,3.0,0.28,74.28,687
45,8,10.89,17.82,13,8,4,7,3,1,11,7,3,3,4.0,0.43,70.81,241
49,7,9.57,45.87,17,5,1,4,1,0,6,4,4,3,3.0,0.06,47.6,632
44,6,25.03,42.06,10,2,3,19,2,0,1,8,4,0,2.0,0.79,82.11,923
37,12,23.49,38.25,11,4,7,14,0,2,44,6,3,1,4.0,0.22,68.61,114
41,8,24.67,61.66,13,6,2,10,0,0,31,3,0,1,4.0,0.41,58.08,981
29,14,1.71,59.07,12,5,6,14,0,1,44,5,7,5,3.0,0.11,60.67,30
52,9,17.16,45.07,10,4,8,16,2,0,2,8,3,2,4.0,0.03,72.81,583
50,8,3.01,22.39,12,5,2,18,0,0,29,9,2,2,4.0,0.22,46.88,618
50,9,1.73,43.71,15,4,4,13,0,1,1,3,3,3,5.0,0.93,66.41,425
54,9,19.23,61.34,15,4,4,20,1,1,42,3,0,4,3.0,0.5,51.0,102
29,7,4.33,46.07,11,9,3,16,0,0,24,9,3,4,5.0,0.62,68.4,837
20,7,45.84,42.42,9,5,4,4,0,0,26,6,0,2,4.0,0.94,69.96,1024
18,8,2.25,65.22,19,9,4,19,2,0,32,6,2,0,5.0,0.01,74.35,583
50,11,14.71,56.55,11,5,4,7,2,0,17,7,4,3,4.0,0.76,43.21,1007
57,9,26.22,30.5,13,3,2,11,0,0,33,12,2,1,3.0,0.28,69.79,325
27,5,14.28,38.66,10,4,2,18,1,0,43,7,1,2,4.0,0.89,52.37,941
46,7,11.42,90.97,15,8,3,4,0,0,38,7,3,1,4.0,0.84,60.85,125
30,6,9.1,42.99,16,7,3,11,0,0,6,5,1,0,4.0,0.99,78.86,143
29,18,22.28,70.19,13,2,4,12,1,0,11,7,2,2,1.0,0.06,65.43,40
48,6,11.74,32.03,18,7,6,17,0,0,6,6,3,4,3.0,0.7,53.21,79
19,8,9.19,42.52,10,4,1,18,0,0,25,2,6,1,3.0,0.97,55.18,1127
52,7,8.96,67.63,6,3,2,10,0,1,15,8,4,3,3.0,0.63,75.03,674
40,6,7.37,54.95,14,3,6,24,0,0,26,9,2,2,3.0,0.37,79.78,723
34,12,5.63,45.12,15,8,7,14,0,0,34,10,3,2,4.0,0.47,28.78,141
43,10,33.82,10.91,9,3,7,5,1,1,22,5,1,4,4.0,0.7,70.93,512
25,11,2.85,6.39,12,8,7,11,0,1,22,4,2,0,5.0,0.68,83.47,28
46,9,18.31,29.03,10,2,6,7,1,0,41,9,6,0,4.0,0.44,80.44,923
43,11,23.6,39.1,15,2,7,21,0,0,15,4,5,1,2.0,0.63,56.81,889
27,5,3.55,51.61,11,5,4,18,0,1,39,8,0,1,4.0,0.31,87.05,411
43,8,1.55,65.44,14,5,2,13,0,0,0,6,1,4,4.0,0.78,72.03,499
51,10,6.61,38.68,7,5,5,10,0,1,42,5,3,1,3.0,0.25,81.73,16
58,10,13.62,45.05,11,6,6,6,0,0,21,5,5,2,1.0,0.93,84.51,610
24,7,9.25,45.02,11,4,5,9,0,0,12,4,7,0,4.0,0.61,34.98,506
21,6,10.15,39.81,11,5,7,20,0,0,18,7,1,2,4.0,0.85,45.45,457
28,7,43.09,52.36,16,3,3,18,0,0,5,11,3,2,4.0,0.13,71.2,304
46,5,15.3,39.01,12,6,3,18,0,0,11,7,2,2,3.0,0.14,49.81,342
53,6,7.55,33.44,7,3,3,17,1,0,32,5,4,3,4.0,0.33,59.19,1134
42,6,5.41,42.04,11,3,5,4,0,0,18,6,2,5,4.0,0.4,92.79,680
38,10,10.07,68.42,9,5,3,23,0,0,18,11,4,2,3.0,0.87,39.04,327
53,13,1.42,10.93,10,0,3,22,1,0,39,8,1,1,2.0,0.98,66.47,527
27,13,1.33,36.74,15,4,5,14,0,0,43,7,4,1,3.0,1.0,59.29,840
54,8,25.44,105.87,18,3,3,10,0,0,27,6,5,2,4.0,0.99,79.26,85
26,6,8.24,54.84,17,5,5,9,0,0,15,3,1,3,4.0,0.88,61.14,686
41,8,10.51,35.51,11,7,4,8,1,0,3,7,3,4,3.0,0.64,89.39,1036
52,6,0.97,65.07,13,8,7,12,0,0,7,7,4,3,4.0,0.99,63.31,693
52,5,22.33,59.78,7,10,4,18,0,1,25,6,2,1,5.0,0.64,68.13,307
53,12,9.49,71.87,12,6,1,3,0,0,21,10,0,4,4.0,0.93,44.0,767
35,6,4.25,40.54,13,3,5,5,0,0,0,5,1,1,5.0,0.06,100.0,971
56,5,9.05,48.44,11,3,5,18,0,0,42,2,1,3,3.0,0.31,75.59,1116
49,5,14.94,81.03,11,6,3,13,0,0,27,2,6,2,1.0,0.08,72.48,1160
41,9,1.77,52.47,13,0,3,15,0,0,39,7,3,3,2.0,0.77,57.31,257
40,4,2.6,30.16,9,2,2,9,0,0,13,4,1,2,5.0,0.53,64.66,925
49,5,6.36,79.02,8,1,2,9,1,0,32,4,2,1,5.0,0.6,75.71,739
54,6,44.54,29.48,9,3,0,8,0,0,7,7,6,2,2.0,0.6,100.0,14
29,8,29.82,36.49,6,5,6,18,0,0,14,1,4,1,4.0,0.86,97.73,291
30,6,9.09,41.02,13,10,2,15,0,0,12,9,3,5,4.0,0.59,64.92,1042
40,9,5.04,35.91,12,5,2,20,1,0,34,5,2,2,4.0,0.18,57.08,670
42,7,5.12,52.29,20,3,4,24,0,0,14,8,4,3,4.0,0.31,56.42,655
52,7,16.27,53.34,9,4,4,10,0,0,43,6,4,2,4.0,0.67,79.42,782
58,6,5.64,51.61,12,5,3,17,0,0,23,4,2,3,3.0,0.3,83.6,62
47,5,14.38,26.23,7,9,2,7,1,1,0,12,3,4,3.0,0.43,86.67,1160
34,9,12.12,63.89,13,7,3,13,0,0,21,10,2,3,3.0,0.17,69.48,523
37,8,11.97,40.51,8,4,3,10,0,0,43,7,1,0,4.0,0.08,47.15,143
42,11,17.62,52.54,20,2,2,21,2,0,4,5,5,1,4.0,0.59,79.84,977
39,10,3.1,62.39,18,3,8,6,1,0,35,14,3,2,3.0,0.45,84.76,800
30,7,4.49,55.77,9,1,8,7,0,0,3,9,3,4,4.0,0.19,60.12,147
36,9,26.29,106.11,21,5,5,24,0,1,30,8,3,2,5.0,0.44,76.65,61
53,15,3.96,39.78,21,7,6,18,0,0,27,8,3,1,5.0,0.41,71.67,1020
29,7,1.1,63.13,13,1,5,24,1,0,0,8,1,1,4.0,0.94,64.31,500
58,5,11.84,65.02,9,5,5,13,0,0,20,9,2,1,4.0,0.94,81.55,139
36,8,7.4,26.27,9,6,2,6,0,0,18,2,0,3,4.0,0.85,70.15,708
29,2,9.25,48.22,5,6,4,11,0,1,23,3,9,1,4.0,0.47,60.32,158
26,12,2.72,59.91,9,5,2,18,0,0,0,3,3,1,4.0,0.84,65.59,355
24,5,2.07,60.8,8,6,6,7,0,0,37,4,4,1,5.0,0.76,62.85,567
45,8,4.73,57.57,10,4,5,23,0,0,27,5,1,3,4.0,0.48,82.1,1017
31,3,4.04,20.87,13,3,6,21,0,0,39,3,7,0,3.0,0.71,74.02,835
48,12,11.5,26.07,8,7,6,18,0,1,38,11,5,1,3.0,0.23,68.97,1052
36,7,28.61,63.1,10,7,2,17,1,1,12,5,3,2,4.0,0.44,54.38,697
33,6,7.39,26.81,9,5,3,4,0,1,36,8,2,4,3.0,0.94,63.94,143
22,15,30.11,34.9,11,7,6,9,0,0,17,10,3,1,4.0,0.73,82.77,884
52,7,21.39,78.33,13,3,5,5,1,0,12,7,2,2,4.0,0.26,44.93,812
29,9,9.08,25.88,12,3,2,14,0,0,24,5,7,0,4.0,0.97,75.53,401
42,8,6.97,49.53,12,5,3,17,1,0,8,6,0,1,4.0,0.04,61.76,627
38,9,7.89,57.84,15,3,1,12,1,0,23,6,2,4,4.0,0.74,38.67,720
53,7,24.12,64.05,21,6,4,15,0,0,5,6,2,2,5.0,0.26,94.8,22
40,9,27.3,38.16,15,6,0,21,0,0,22,5,5,4,4.0,0.14,56.65,898
33,6,1.69,41.0,10,7,2,17,1,0,2,8,2,2,3.0,0.34,61.58,618
56,4,5.21,36.99,13,1,5,6,1,0,42,2,2,2,3.0,0.31,88.64,1003
59,5,7.33,84.71,9,3,5,17,1,0,42,7,8,2,4.0,0.28,56.93,138
56,14,18.73,49.57,8,3,3,17,1,0,0,9,5,0,4.0,0.41,59.67,942
31,7,10.85,58.35,23,3,6,4,0,0,42,7,2,3,5.0,0.8,76.99,746
48,6,1.93,50.46,11,7,4,23,1,0,13,7,2,3,4.0,0.14,17.46,133
22,4,12.37,22.01,5,3,3,24,0,0,43,4,3,3,4.0,0.51,62.09,412
52,3,16.31,25.48,13,2,3,20,0,0,17,4,4,1,5.0,0.25,47.3,886
40,7,17.81,9.96,10,4,4,6,1,1,36,4,4,2,4.0,0.51,65.03,826
46,8,2.89,45.38,13,6,3,13,1,0,40,2,6,0,1.0,0.33,58.31,376
28,4,12.58,75.67,14,7,4,10,0,0,37,2,4,2,5.0,0.65,56.61,188
35,6,6.24,53.56,9,7,3,10,0,0,16,8,2,2,3.0,0.19,62.54,138
29,8,21.14,52.25,17,6,5,9,0,0,34,10,4,1,4.0,0.44,34.42,825
26,8,17.48,77.82,14,4,4,6,1,1,8,9,2,3,4.0,0.33,46.7,117
27,4,7.31,32.96,14,6,5,19,0,0,40,9,4,2,5.0,0.3,73.4,937
34,9,9.99,36.71,12,3,6,5,0,0,8,6,6,2,3.0,0.93,57.49,961
55,3,16.54,62.59,14,5,2,15,1,1,10,6,2,5,3.0,0.65,43.46,49
24,5,19.03,76.55,21,7,4,13,2,0,42,6,2,2,3.0,0.73,55.56,912
30,8,26.66,36.3,8,4,2,20,1,1,25,4,2,1,5.0,0.11,67.39,588
57,5,11.38,76.1,20,5,5,17,0,0,7,8,2,2,4.0,0.66,49.07,622
59,7,16.23,56.18,9,5,1,18,0,0,43,8,3,3,3.0,0.5,58.83,749
26,7,14.18,77.77,8,3,5,7,0,1,17,3,3,2,4.0,0.98,66.34,360
44,8,8.39,30.42,12,2,8,15,0,0,17,7,3,1,5.0,0.72,51.13,421
19,11,8.77,46.52,12,5,3,7,0,0,5,7,3,2,4.0,0.37,60.42,720
22,4,12.87,57.59,12,4,5,7,0,0,17,2,4,1,4.0,0.27,59.13,54
46,11,5.73,25.57,8,10,4,7,2,1,35,5,2,1,2.0,0.5,50.08,509
54,9,1.81,43.47,8,0,4,17,0,0,0,7,4,5,3.0,0.73,66.87,890
55,14,16.04,75.6,17,2,10,20,0,0,8,6,4,1,3.0,0.35,51.24,664
36,3,20.53,76.07,8,3,2,17,0,0,28,6,4,2,4.0,0.57,81.76,354
25,10,16.34,37.13,11,3,4,15,2,0,9,3,5,2,4.0,0.14,56.08,359
18,3,2.84,18.52,9,6,1,17,0,0,28,5,1,2,3.0,0.15,85.33,656
39,10,20.53,63.44,18,5,5,19,0,1,27,5,3,1,5.0,0.46,52.55,336
34,9,10.23,56.62,6,8,1,4,0,0,5,5,5,2,3.0,0.99,67.09,1174
24,12,7.11,72.3,6,4,4,5,0,0,16,11,1,0,3.0,0.87,86.84,709
42,4,7.49,37.51,12,6,4,6,0,0,24,2,5,2,5.0,0.3,70.9,276
21,4,9.8,45.08,21,4,7,21,0,0,14,6,4,5,3.0,0.45,58.58,849
53,9,19.42,51.8,6,5,4,20,0,0,13,4,2,3,3.0,0.59,87.56,553
23,9,14.33,94.8,7,8,1,9,0,0,2,6,1,2,4.0,0.79,69.56,164
48,10,6.54,58.23,10,10,5,16,1,0,6,4,3,3,2.0,0.06,88.92,421
36,8,3.95,36.21,7,8,8,6,1,0,23,4,4,0,1.0,0.21,67.5,890
56,10,12.7,5.0,11,5,1,16,0,0,16,4,1,3,5.0,0.2,61.3,1031
44,5,3.7,35.59,12,11,3,17,1,0,44,7,2,4,2.0,0.39,86.6,1180
27,8,11.9,51.51,10,7,3,12,0,0,19,5,4,2,5.0,0.28,69.71,1187
43,6,14.83,74.82,11,3,2,8,0,2,22,5,4,3,1.0,0.74,39.19,372
36,9,8.5,48.33,6,2,5,7,0,0,20,6,2,0,4.0,0.08,38.6,282
56,7,15.21,52.69,9,5,3,20,0,1,11,5,4,1,2.0,0.77,64.76,1001
20,3,15.03,50.46,14,6,3,13,0,0,5,4,2,2,3.0,0.29,66.95,577
30,10,3.08,18.33,4,6,4,15,1,0,36,5,2,2,3.0,0.05,77.97,579
45,8,22.42,49.54,10,6,9,3,0,0,21,8,3,3,4.0,0.25,54.2,342
37,5,6.89,39.83,18,4,1,21,0,0,39,3,3,2,5.0,0.7,71.57,383
45,11,12.03,42.71,8,2,6,23,1,0,23,9,4,1,5.0,0.87,78.92,1048
25,3,8.05,56.48,14,3,2,9,0,0,20,8,2,2,4.0,0.71,67.27,1168
58,7,30.77,67.85,12,6,5,20,1,1,34,5,3,2,4.0,0.82,74.73,435
56,9,12.02,43.9,10,8,4,9,1,0,43,7,0,0,4.0,0.61,59.19,1125
18,5,9.88,33.15,12,7,4,6,0,0,31,8,2,2,4.0,0.21,73.31,71
20,10,8.31,39.66,8,9,7,7,0,0,9,1,4,1,4.0,0.45,59.39,533
30,12,4.64,68.56,6,1,5,19,0,1,21,7,4,6,4.0,0.72,70.33,30
45,10,15.37,5.0,12,8,2,19,0,0,40,8,4,3,4.0,0.35,71.12,625
42,6,13.57,46.62,8,4,6,4,1,0,31,9,3,5,3.0,0.67,54.37,950
50,9,3.68,72.94,7,7,2,22,0,0,19,5,7,2,3.0,0.17,53.04,569
55,11,8.23,39.81,7,5,4,17,0,0,37,6,3,1,4.0,0.06,67.63,506
23,11,16.56,13.64,12,3,3,19,0,0,41,6,4,0,4.0,0.37,57.09,480
49,6,2.07,14.95,9,2,5,24,0,0,19,11,5,2,4.0,0.57,64.0,123
